locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,property_type,amenities_score,parking,distance_to_it_park_km,price_lakhs
Undri,Outskirts,3,1785.9,3,1.0,8,20,24,Apartment,4,1,6.5,121.95
Moshi,Outskirts,3,1244.1,3,2.0,3,3,3,Apartment,1,1,11.0,91.89
Ravet,Mid-tier,1,520.8,2,1.0,3,17,28,Apartment,3,1,7.0,42.75
Chinchwad,Outskirts,2,992.4,2,1.0,1,24,24,Builder Floor,3,1,4.8,58.07
Sinhgad Road,Outskirts,2,1177.8,3,2.0,12,5,25,Apartment,5,1,4.9,79.38
Wagholi,Outskirts,2,1194.5,2,2.0,0,0,4,Builder Floor,3,1,4.9,69.55
Somwar Peth,Central,2,933.5,2,1.0,12,5,5,Villa,3,1,9.3,97.54
Pashan,Premium West,1,717.5,1,1.0,3,15,17,Builder Floor,5,0,6.3,97.27
Hadapsar,Outskirts,3,1724.8,3,1.0,12,20,22,Apartment,4,1,1.9,151.22
Chinchwad,Outskirts,2,983.0,2,1.0,3,7,15,Apartment,0,1,3.7,71.88
Magarpatta,Mid-tier,3,1174.6,3,2.0,5,1,3,Apartment,2,1,0.3,128.39
Swargate,Central,3,1549.7,4,1.0,5,3,10,Villa,0,1,7.0,137.19
Kiwale,Outskirts,4,1943.9,4,2.0,5,2,6,Apartment,1,0,7.9,133.35
Chinchwad,Outskirts,2,1028.0,3,2.0,5,6,16,Apartment,5,1,9.0,72.3
Narayan Peth,Central,2,1068.5,3,2.0,8,14,15,Apartment,4,1,7.3,98.09
Kiwale,Outskirts,4,2291.3,4,2.0,5,8,18,Apartment,2,1,3.2,165.45
Camp,Central,2,1297.8,2,1.0,5,1,18,Apartment,4,1,12.0,119.77
Ravet,Mid-tier,3,1857.7,3,1.0,5,25,27,Apartment,0,0,3.4,180.72
NIBM Road,Outskirts,2,1244.5,2,1.0,5,2,9,Apartment,3,1,10.4,106.73
Moshi,Outskirts,3,1728.3,4,1.0,5,6,18,Builder Floor,2,1,6.1,86.47
Narayan Peth,Central,2,1140.9,2,2.0,1,5,5,Apartment,3,1,5.2,109.62
Kharadi,IT Corridor,3,1204.1,3,1.0,1,19,23,Apartment,2,1,5.9,189.98
Sinhgad Road,Outskirts,3,1988.5,3,2.0,2,2,11,Apartment,5,1,1.1,152.37
Narayan Peth,Central,2,1064.9,2,1.0,8,11,11,Apartment,5,1,3.5,99.83
Kiwale,Outskirts,2,1279.7,2,1.0,3,4,19,Apartment,0,1,3.9,80.41
Chinchwad,Outskirts,3,1411.4,3,0.0,18,17,20,Apartment,0,0,0.7,93.8
Hinjewadi,Mid-tier,3,1189.8,4,3.0,18,13,24,Apartment,2,1,0.9,80.46
Aundh,Premium West,4,2262.5,4,1.0,12,1,15,Apartment,2,0,7.9,278.89
Narayan Peth,Central,2,1124.0,2,0.0,3,1,9,Apartment,4,1,0.3,106.99
Wagholi,Outskirts,2,1129.9,2,1.0,8,15,27,Apartment,0,1,1.6,61.14
Narayan Peth,Central,2,849.4,2,2.0,2,4,26,Apartment,2,0,8.5,87.54
Aundh,Premium West,1,650.9,1,2.0,8,5,9,Apartment,4,1,0.1,95.64
Camp,Central,1,558.8,1,3.0,5,0,7,Apartment,0,0,7.9,34.14
Kiwale,Outskirts,3,1699.4,3,,3,1,12,Apartment,1,1,2.4,103.57
Balewadi,IT Corridor,3,1533.9,3,0.0,5,4,28,Apartment,3,1,1.1,196.87
Hinjewadi,Mid-tier,2,1115.7,3,0.0,25,14,17,Apartment,1,1,6.4,70.2
NIBM Road,Outskirts,1,550.8,1,,2,5,19,Apartment,2,1,5.7,37.01
Hadapsar,Outskirts,2,1096.0,2,2.0,3,2,4,Villa,3,1,4.0,86.19
Wakad,Mid-tier,4,2101.4,4,1.0,0,3,4,Villa,2,0,9.0,252.01
Pashan,Premium West,2,756.2,2,1.0,0,11,22,Apartment,0,0,5.3,137.29
Pashan,Premium West,1,618.4,1,1.0,8,6,21,Apartment,3,0,5.1,64.07
Moshi,Outskirts,2,1285.9,2,2.0,12,12,20,Apartment,4,1,8.6,64.92
Viman Nagar,IT Corridor,3,2062.1,4,2.0,18,9,16,Apartment,5,1,0.5,226.23
Kalyani Nagar,Premium West,3,1640.2,4,2.0,1,11,18,Builder Floor,2,1,7.8,405.47
Pashan,Premium West,3,1376.3,4,3.0,5,13,22,Apartment,3,0,5.4,266.75
NIBM Road,Outskirts,1,478.5,2,1.0,18,4,7,Villa,2,1,11.8,34.49
Hadapsar,Outskirts,3,1800.8,3,2.0,8,12,20,Apartment,4,1,6.0,143.51
Bavdhan,Mid-tier,3,1150.0,3,2.0,12,10,27,Apartment,5,1,7.5,104.03
Viman Nagar,IT Corridor,4,2166.1,5,2.0,5,16,20,Apartment,4,1,3.4,305.41
Sinhgad Road,Outskirts,2,997.7,2,1.0,8,3,6,Apartment,4,1,7.4,77.63
Kharadi,IT Corridor,3,1214.0,3,1.0,2,8,19,Apartment,5,0,8.8,161.93
Kharadi,IT Corridor,3,1504.6,4,0.0,5,1,16,Apartment,2,1,6.8,216.5
Shivaji Nagar,Central,3,1512.7,3,1.0,5,18,29,Apartment,0,1,5.3,123.63
Viman Nagar,IT Corridor,2,907.1,3,,12,1,9,Builder Floor,4,1,10.5,85.62
Shivaji Nagar,Central,2,888.4,2,1.0,3,20,25,Apartment,1,0,5.7,80.36
Swargate,Central,4,2059.7,5,0.0,1,5,16,Apartment,2,1,2.2,218.56
Koregaon Park,Premium West,2,1096.7,2,2.0,1,3,26,Apartment,5,1,2.1,261.3
Pashan,Premium West,2,945.9,2,2.0,1,8,17,Apartment,1,1,4.4,165.24
Kiwale,Outskirts,2,1047.9,2,1.0,25,12,14,Apartment,4,0,17.6,56.94
Kothrud,IT Corridor,3,1572.6,3,1.0,5,5,15,Apartment,3,1,7.7,168.86
Aundh,Premium West,3,1269.8,4,1.0,0,7,20,Apartment,5,1,8.1,233.25
Wagholi,Outskirts,3,1221.5,3,1.0,1,5,8,Apartment,2,1,1.9,77.72
Camp,Central,2,1165.6,2,2.0,12,20,20,Apartment,4,0,4.9,106.74
Kiwale,Outskirts,1,637.7,1,3.0,8,10,15,Apartment,5,1,1.4,45.18
Hadapsar,Outskirts,2,1027.3,2,2.0,8,16,19,Apartment,3,1,6.8,62.45
Hadapsar,Outskirts,4,2057.1,4,3.0,5,4,16,Apartment,4,1,2.8,152.77
Kondhwa,Outskirts,2,1236.3,2,1.0,1,4,27,Apartment,2,1,12.6,103.45
Kalyani Nagar,Premium West,2,869.1,2,1.0,5,8,8,Apartment,2,1,3.4,183.74
Wagholi,Outskirts,2,1141.2,2,2.0,8,6,16,Apartment,0,1,6.8,51.09
Undri,Outskirts,2,714.2,2,3.0,1,12,27,Villa,4,1,3.7,58.94
NIBM Road,Outskirts,1,544.5,1,1.0,12,3,13,Villa,2,0,9.1,47.3
Kothrud,IT Corridor,1,626.6,2,1.0,18,6,7,Apartment,1,1,6.1,83.75
Wakad,Mid-tier,3,1853.5,3,2.0,5,10,27,Apartment,0,1,3.8,201.02
Koregaon Park,Premium West,2,1223.0,2,0.0,8,10,11,Apartment,0,1,2.5,195.26
Hadapsar,Outskirts,2,1222.5,2,3.0,8,25,26,Apartment,2,1,6.4,77.88
Aundh,Premium West,1,706.2,2,1.0,8,0,11,Apartment,0,1,1.7,96.66
Narayan Peth,Central,2,1038.3,2,1.0,8,6,25,Apartment,1,0,8.7,74.29
Baner,Premium West,3,1907.8,4,1.0,5,18,27,Apartment,5,1,0.7,445.38
Hinjewadi,Mid-tier,4,1893.4,4,1.0,12,5,5,Apartment,5,1,3.5,161.49
Sinhgad Road,Outskirts,3,1528.6,3,1.0,25,0,5,Apartment,3,1,4.6,75.92
Baner,Premium West,2,1155.8,3,2.0,8,0,4,Apartment,2,1,2.2,150.33
Magarpatta,Mid-tier,3,1425.1,4,1.0,8,5,10,Apartment,2,1,7.7,166.12
Undri,Outskirts,3,1351.8,4,0.0,3,16,16,Builder Floor,2,1,5.5,81.64
Kondhwa,Outskirts,2,1190.9,3,2.0,2,4,20,Apartment,0,1,0.8,109.56
Kalyani Nagar,Premium West,2,1064.4,2,1.0,5,9,10,Apartment,4,1,18.1,249.51
Sinhgad Road,Outskirts,2,1177.4,2,0.0,18,5,22,Villa,1,0,4.3,69.19
Magarpatta,Mid-tier,3,1632.7,3,1.0,12,3,6,Apartment,1,1,1.4,162.72
Bavdhan,Mid-tier,2,1139.2,3,2.0,8,9,28,Apartment,4,1,2.0,104.04
Kiwale,Outskirts,1,537.7,1,1.0,25,4,4,Builder Floor,4,0,5.5,21.19
Boat Club Road,Premium West,3,1497.8,4,2.0,5,19,19,Apartment,1,0,3.6,260.57
Pashan,Premium West,5,2939.0,5,2.0,5,2,12,Apartment,4,1,5.6,605.76
Undri,Outskirts,3,1281.4,3,,5,8,16,Apartment,1,0,5.7,72.48
Camp,Central,2,783.9,2,1.0,5,3,15,Apartment,3,1,14.0,68.41
Kothrud,IT Corridor,2,883.7,2,1.0,8,11,12,Apartment,3,0,13.0,129.06
NIBM Road,Outskirts,4,2343.2,4,3.0,8,28,28,Apartment,0,1,5.4,167.97
Boat Club Road,Premium West,4,1853.3,4,2.0,18,0,22,Apartment,1,1,1.0,295.84
Viman Nagar,IT Corridor,3,1581.7,3,2.0,1,2,22,Apartment,5,1,11.3,248.19
Camp,Central,3,1163.4,3,0.0,5,16,27,Apartment,2,1,2.5,87.78
Kondhwa,Outskirts,3,1528.9,3,2.0,8,9,21,Apartment,0,0,15.6,81.14
Kalyani Nagar,Premium West,2,982.0,2,,2,2,17,Apartment,3,0,5.7,209.56
Somwar Peth,Central,2,922.2,3,3.0,2,2,4,Apartment,0,1,1.5,87.37
Hinjewadi,Mid-tier,2,945.6,2,1.0,3,8,12,Apartment,1,0,8.8,76.45
Sinhgad Road,Outskirts,3,1600.3,3,2.0,3,9,11,Apartment,2,1,1.5,105.37
Somwar Peth,Central,3,1587.8,3,2.0,2,1,25,Apartment,5,1,11.5,126.21
Wakad,Mid-tier,5,2790.6,5,2.0,8,2,23,Apartment,4,1,10.9,246.88
Moshi,Outskirts,3,1715.3,3,1.0,8,9,23,Apartment,5,1,5.5,106.31
Narayan Peth,Central,1,597.3,1,1.0,5,0,5,Apartment,2,0,4.5,35.81
Kharadi,IT Corridor,2,907.0,2,1.0,25,15,26,Apartment,0,1,5.5,90.74
Wagholi,Outskirts,3,1388.2,3,2.0,12,2,3,Apartment,2,1,1.0,79.32
Wakad,Mid-tier,4,2169.5,4,1.0,3,10,22,Apartment,2,0,7.3,203.13
Viman Nagar,IT Corridor,3,1325.3,3,0.0,5,4,7,Apartment,5,1,0.3,182.0
Somwar Peth,Central,2,790.4,2,2.0,18,27,28,Apartment,3,0,1.9,48.72
Moshi,Outskirts,5,2581.7,6,2.0,0,18,26,Apartment,4,0,7.9,207.14
Kondhwa,Outskirts,2,939.6,2,2.0,0,15,19,Apartment,3,1,5.4,60.32
Chinchwad,Outskirts,2,1001.2,2,1.0,3,1,8,Apartment,4,1,11.3,68.56
Somwar Peth,Central,2,1061.6,2,1.0,5,6,10,Apartment,4,1,15.2,64.91
Wakad,Mid-tier,4,2389.2,4,1.0,5,0,15,Apartment,5,1,7.6,231.87
Ravet,Mid-tier,4,1785.0,5,2.0,8,2,14,Builder Floor,3,1,1.1,112.56
Narhe,Outskirts,2,944.6,2,1.0,8,12,13,Apartment,0,1,9.8,48.34
NIBM Road,Outskirts,2,1085.6,3,2.0,25,13,19,Apartment,3,1,16.4,71.1
Kondhwa,Outskirts,4,2066.4,4,2.0,1,3,9,Apartment,3,0,6.0,159.91
NIBM Road,Outskirts,2,905.1,2,0.0,5,15,27,Apartment,3,1,4.8,77.01
Pashan,Premium West,2,1172.2,2,2.0,8,5,17,Builder Floor,4,1,7.1,139.53
Boat Club Road,Premium West,4,2457.9,4,0.0,2,1,15,Apartment,2,1,1.7,442.43
Hadapsar,Outskirts,3,1414.9,3,1.0,8,0,29,Apartment,1,1,9.8,114.28
Moshi,Outskirts,2,935.1,2,,5,3,4,Apartment,4,1,3.3,65.79
Baner,Premium West,3,1742.7,3,1.0,12,9,15,Builder Floor,1,1,3.6,260.99
Narhe,Outskirts,2,966.0,2,1.0,5,0,7,Apartment,4,0,10.9,69.38
Somwar Peth,Central,3,1590.0,3,2.0,0,17,27,Apartment,0,1,5.4,164.02
Baner,Premium West,3,1410.1,3,2.0,5,2,5,Apartment,0,1,4.3,257.68
Swargate,Central,3,1908.7,4,2.0,5,15,15,Apartment,3,1,4.2,180.86
Moshi,Outskirts,3,1485.1,3,2.0,5,1,7,Builder Floor,0,1,2.2,109.91
Hadapsar,Outskirts,2,1091.9,2,3.0,5,1,28,Apartment,4,1,5.5,77.45
Koregaon Park,Premium West,2,1141.2,2,2.0,5,20,20,Apartment,0,1,8.1,188.55
Magarpatta,Mid-tier,2,948.1,2,0.0,5,14,19,Apartment,3,1,1.5,100.72
NIBM Road,Outskirts,3,1552.3,4,1.0,5,23,23,Apartment,4,1,3.6,125.1
Kiwale,Outskirts,3,1573.2,4,0.0,25,6,22,Apartment,4,1,6.9,81.57
Wagholi,Outskirts,3,1596.6,4,2.0,5,10,13,Apartment,1,1,3.4,132.21
Bavdhan,Mid-tier,3,1692.8,3,3.0,18,7,8,Apartment,4,0,7.2,152.31
Somwar Peth,Central,1,479.3,2,2.0,12,4,16,Apartment,1,0,3.1,38.15
Koregaon Park,Premium West,3,1284.3,3,2.0,8,7,7,Apartment,5,1,5.7,198.79
Kalyani Nagar,Premium West,3,1229.2,4,3.0,8,22,22,Apartment,5,1,8.9,260.62
Kalyani Nagar,Premium West,3,1747.0,3,3.0,8,0,13,Apartment,0,1,2.7,242.09
Swargate,Central,3,1903.6,3,2.0,3,0,11,Apartment,1,1,2.6,110.3
Sinhgad Road,Outskirts,3,1767.1,3,2.0,2,9,20,Apartment,5,0,3.0,147.61
Narayan Peth,Central,1,708.1,1,2.0,5,24,28,Apartment,2,1,6.6,47.29
Undri,Outskirts,2,1005.6,3,2.0,3,8,9,Apartment,4,0,10.4,47.74
Magarpatta,Mid-tier,3,1396.2,3,2.0,3,14,14,Apartment,0,1,3.4,123.97
Pashan,Premium West,2,891.8,2,2.0,8,5,11,Apartment,0,1,7.7,107.64
Moshi,Outskirts,3,1457.6,4,1.0,2,1,26,Apartment,4,1,2.7,105.27
Narayan Peth,Central,1,541.1,1,2.0,1,5,7,Builder Floor,2,1,3.4,45.26
Kalyani Nagar,Premium West,2,1033.9,2,2.0,5,3,7,Apartment,1,1,8.6,200.83
Moshi,Outskirts,5,2304.8,5,2.0,0,16,24,Villa,2,1,9.1,195.39
NIBM Road,Outskirts,4,2914.2,4,1.0,5,11,13,Apartment,3,1,0.5,320.99
Kharadi,IT Corridor,3,1354.2,4,1.0,8,0,7,Apartment,2,1,4.5,188.65
Kalyani Nagar,Premium West,2,666.8,3,1.0,2,19,19,Apartment,4,1,9.6,123.74
Hadapsar,Outskirts,2,981.8,2,1.0,8,4,9,Builder Floor,0,1,8.0,50.04
NIBM Road,Outskirts,2,1324.1,2,2.0,3,1,14,Apartment,2,1,3.5,103.43
Swargate,Central,1,681.8,1,2.0,5,20,25,Apartment,1,0,4.8,58.93
Narayan Peth,Central,2,1115.5,2,2.0,1,16,22,Apartment,4,1,9.5,115.48
Boat Club Road,Premium West,1,723.6,1,2.0,12,11,11,Apartment,5,1,3.5,113.41
Kalyani Nagar,Premium West,2,1259.2,2,2.0,2,1,9,Apartment,5,0,6.5,265.34
Undri,Outskirts,3,1408.2,3,2.0,3,4,20,Apartment,0,1,6.6,85.75
Ravet,Mid-tier,4,2621.6,5,1.0,2,9,23,Apartment,4,1,6.4,257.75
Chinchwad,Outskirts,2,1099.8,2,2.0,8,0,3,Villa,0,1,8.5,92.08
Narhe,Outskirts,2,1051.9,2,,5,1,3,Apartment,1,1,7.6,90.09
Aundh,Premium West,2,1019.8,2,3.0,3,1,3,Apartment,3,0,3.8,157.24
Wagholi,Outskirts,3,1812.1,4,2.0,5,1,27,Apartment,0,1,10.6,128.22
Kondhwa,Outskirts,2,1137.0,3,2.0,8,12,20,Apartment,5,0,6.2,85.49
Ravet,Mid-tier,1,855.4,2,0.0,8,20,20,Apartment,3,1,6.9,75.95
Shivaji Nagar,Central,3,1509.1,3,2.0,8,12,14,Villa,3,1,8.1,151.3
Somwar Peth,Central,2,1169.2,2,2.0,3,5,5,Apartment,1,1,10.7,115.59
Baner,Premium West,3,1604.6,3,1.0,8,8,11,Apartment,1,1,7.7,264.08
Kharadi,IT Corridor,3,1286.6,4,2.0,5,15,16,Apartment,1,1,8.8,161.16
Shivaji Nagar,Central,3,1494.0,3,1.0,5,13,13,Villa,4,0,9.0,168.48
Viman Nagar,IT Corridor,2,1345.9,3,1.0,18,3,23,Apartment,4,1,5.1,111.94
Shivaji Nagar,Central,3,1552.8,3,1.0,18,9,18,Apartment,4,1,0.1,121.53
Hinjewadi,Mid-tier,2,1093.2,3,,5,9,23,Builder Floor,0,1,3.8,77.04
Narayan Peth,Central,4,2107.4,4,,5,24,29,Apartment,4,1,8.6,177.11
Boat Club Road,Premium West,2,1182.3,3,2.0,3,11,11,Apartment,0,1,0.2,244.04
Kharadi,IT Corridor,4,2000.0,4,1.0,5,19,24,Apartment,5,0,1.0,304.81
Narhe,Outskirts,2,727.8,2,3.0,1,5,15,Apartment,0,0,7.7,45.9
Kharadi,IT Corridor,2,981.2,2,2.0,12,4,14,Apartment,1,1,14.3,110.12
Kalyani Nagar,Premium West,2,800.4,3,2.0,12,7,19,Villa,1,1,9.3,140.46
NIBM Road,Outskirts,2,1098.1,2,1.0,3,5,12,Apartment,4,1,4.8,99.95
Swargate,Central,3,1223.0,4,2.0,18,4,24,Villa,1,1,4.1,93.99
Kalyani Nagar,Premium West,1,524.4,1,,8,8,8,Apartment,3,1,2.7,84.99
Boat Club Road,Premium West,4,2378.7,5,2.0,3,10,12,Apartment,4,1,7.2,616.66
Koregaon Park,Premium West,3,1172.5,3,1.0,25,15,20,Apartment,3,0,4.4,137.22
Hinjewadi,Mid-tier,4,2499.2,4,1.0,8,7,28,Apartment,0,1,5.8,209.0
Swargate,Central,2,1117.4,3,1.0,1,17,21,Builder Floor,3,1,7.3,91.79
Sinhgad Road,Outskirts,2,1098.4,2,1.0,5,2,10,Apartment,0,1,3.4,64.63
Koregaon Park,Premium West,2,1113.2,2,1.0,5,2,12,Apartment,0,1,11.8,198.09
Ravet,Mid-tier,1,547.5,2,2.0,2,18,20,Apartment,1,1,5.9,44.98
Viman Nagar,IT Corridor,3,1377.5,3,3.0,5,11,23,Apartment,4,1,8.7,226.23
Swargate,Central,1,645.5,1,2.0,0,4,9,Apartment,2,1,15.0,40.41
Hinjewadi,Mid-tier,2,1258.0,2,3.0,25,7,22,Apartment,1,1,5.6,58.32
Kalyani Nagar,Premium West,2,960.1,2,2.0,1,4,15,Apartment,2,1,8.5,165.73
Wagholi,Outskirts,2,1237.0,2,2.0,3,3,3,Apartment,1,1,10.0,77.96
Shivaji Nagar,Central,3,1599.2,3,2.0,8,10,29,Apartment,4,1,10.0,125.71
Kharadi,IT Corridor,1,479.7,2,1.0,1,14,14,Apartment,2,1,2.8,56.68
Koregaon Park,Premium West,1,561.0,1,2.0,0,2,24,Apartment,2,1,1.0,114.4
Wakad,Mid-tier,3,1626.3,3,2.0,5,4,4,Builder Floor,1,1,3.1,124.14
Moshi,Outskirts,2,1009.9,3,2.0,12,0,18,Apartment,0,1,7.5,45.76
Viman Nagar,IT Corridor,2,1506.7,3,1.0,5,2,18,Apartment,3,1,6.2,166.38
Koregaon Park,Premium West,4,2103.7,4,0.0,5,11,21,Apartment,1,1,9.2,318.27
Narayan Peth,Central,1,639.2,1,2.0,5,14,29,Apartment,1,1,12.0,38.04
Somwar Peth,Central,3,1556.2,3,2.0,8,1,10,Builder Floor,0,1,0.0,94.97
Magarpatta,Mid-tier,3,1418.7,4,3.0,2,25,27,Apartment,0,1,5.5,129.13
NIBM Road,Outskirts,4,2092.4,4,1.0,5,2,15,Builder Floor,4,1,1.8,208.92
Narayan Peth,Central,4,2585.7,4,2.0,1,18,25,Apartment,4,1,2.5,243.71
Kiwale,Outskirts,2,1214.7,2,1.0,8,1,6,Apartment,5,0,2.0,69.82
Kharadi,IT Corridor,5,2639.3,5,2.0,3,3,5,Builder Floor,5,0,4.1,333.19
Camp,Central,2,1064.7,3,1.0,18,7,7,Apartment,2,1,1.0,89.84
Koregaon Park,Premium West,2,1027.6,2,2.0,2,4,8,Apartment,4,1,4.8,248.9
Wagholi,Outskirts,2,1258.1,3,2.0,3,3,4,Apartment,5,1,8.2,96.92
Kiwale,Outskirts,2,1191.0,3,2.0,18,1,8,Apartment,2,1,7.0,52.39
NIBM Road,Outskirts,2,799.2,3,2.0,8,2,3,Villa,5,0,9.0,86.5
Kondhwa,Outskirts,2,1249.1,2,2.0,3,1,10,Apartment,1,1,9.8,99.67
Boat Club Road,Premium West,3,1782.3,3,0.0,1,1,27,Apartment,5,1,9.0,420.23
Moshi,Outskirts,2,1228.4,3,2.0,8,2,7,Apartment,2,1,8.0,60.76
NIBM Road,Outskirts,3,1328.1,3,3.0,2,9,12,Apartment,3,0,11.5,120.52
Swargate,Central,2,1151.9,2,2.0,3,6,7,Apartment,0,0,11.1,87.27
Undri,Outskirts,2,1195.6,2,1.0,3,12,15,Apartment,5,1,4.7,88.62
Narayan Peth,Central,2,1128.8,2,2.0,0,26,27,Apartment,5,1,10.8,96.08
Kharadi,IT Corridor,2,1258.4,2,1.0,2,9,10,Apartment,1,1,4.2,230.69
Aundh,Premium West,2,991.7,2,1.0,12,12,23,Apartment,5,0,2.9,143.65
Swargate,Central,2,1194.9,2,2.0,5,9,10,Apartment,4,0,2.4,90.59
Narayan Peth,Central,2,991.0,2,2.0,5,0,8,Apartment,1,0,5.8,78.45
Kiwale,Outskirts,1,729.7,1,3.0,5,9,9,Apartment,0,0,6.1,37.74
Narhe,Outskirts,2,1046.0,2,2.0,2,19,23,Apartment,1,0,6.7,67.23
Wagholi,Outskirts,1,690.2,1,2.0,3,4,15,Apartment,2,1,3.0,44.14
Viman Nagar,IT Corridor,2,1242.1,2,1.0,8,8,15,Apartment,4,1,4.5,120.08
Aundh,Premium West,3,1487.0,3,2.0,1,0,3,Builder Floor,2,1,3.6,191.16
Kiwale,Outskirts,3,1585.3,3,1.0,5,1,11,Apartment,1,1,2.3,88.84
Aundh,Premium West,3,1459.4,3,2.0,1,25,29,Villa,5,1,0.1,293.01
Pashan,Premium West,3,1345.4,3,2.0,5,8,8,Apartment,2,1,1.6,284.78
Ravet,Mid-tier,3,1301.8,3,3.0,1,17,28,Builder Floor,4,1,8.5,146.76
Kondhwa,Outskirts,3,1719.4,4,2.0,5,18,29,Apartment,4,1,8.2,143.75
Pashan,Premium West,5,2202.9,5,0.0,3,12,13,Apartment,5,1,5.3,432.62
Moshi,Outskirts,2,965.8,3,3.0,3,26,29,Apartment,5,1,8.9,54.94
Wakad,Mid-tier,3,1758.0,3,1.0,8,3,19,Apartment,4,1,6.5,160.11
Chinchwad,Outskirts,3,1219.9,4,2.0,18,2,13,Builder Floor,2,1,8.8,81.67
Ravet,Mid-tier,2,1028.3,2,1.0,8,2,6,Apartment,0,0,8.4,68.07
Shivaji Nagar,Central,4,1748.1,4,1.0,18,7,12,Apartment,2,0,12.7,142.31
Camp,Central,3,1357.1,3,,12,26,27,Apartment,4,1,10.0,100.47
Kothrud,IT Corridor,2,847.5,2,1.0,3,4,4,Builder Floor,5,1,4.1,120.52
Viman Nagar,IT Corridor,2,858.2,2,2.0,18,20,20,Apartment,4,1,6.5,79.54
Narayan Peth,Central,4,2460.8,4,1.0,3,6,6,Builder Floor,1,1,4.9,203.97
Koregaon Park,Premium West,2,972.1,3,0.0,5,2,3,Apartment,2,0,3.9,173.44
Shivaji Nagar,Central,4,2510.3,5,2.0,12,7,21,Apartment,5,1,9.4,189.83
NIBM Road,Outskirts,2,965.3,2,2.0,12,16,19,Apartment,1,1,4.3,68.74
Narhe,Outskirts,1,590.0,1,1.0,2,1,8,Builder Floor,2,1,4.8,42.42
Hinjewadi,Mid-tier,3,1647.5,3,2.0,0,1,10,Apartment,2,1,0.5,190.67
Pashan,Premium West,2,1209.8,2,1.0,3,0,7,Apartment,4,1,8.7,149.25
Kalyani Nagar,Premium West,3,1342.0,4,2.0,5,6,28,Villa,3,0,5.5,335.59
Kharadi,IT Corridor,3,1462.1,3,1.0,8,12,15,Apartment,1,0,6.1,194.34
Sinhgad Road,Outskirts,2,1252.8,3,2.0,8,14,21,Apartment,1,1,0.9,94.54
Swargate,Central,2,1313.3,2,1.0,5,5,14,Apartment,4,0,7.3,85.77
Pashan,Premium West,1,543.0,2,0.0,3,8,9,Apartment,3,1,6.2,88.76
Balewadi,IT Corridor,2,1100.5,2,1.0,5,5,26,Apartment,3,1,0.1,109.56
Moshi,Outskirts,2,1258.3,3,1.0,3,15,28,Builder Floor,0,1,8.3,82.29
Pashan,Premium West,3,1340.0,3,1.0,8,19,22,Apartment,3,1,8.8,202.86
Swargate,Central,3,1383.0,3,1.0,2,1,24,Apartment,3,0,7.2,110.56
Aundh,Premium West,3,1668.6,3,2.0,5,23,29,Apartment,2,1,6.7,223.0
Swargate,Central,1,559.5,1,1.0,2,13,25,Apartment,5,1,5.7,51.25
Narhe,Outskirts,2,1056.1,3,1.0,1,2,9,Villa,2,1,5.9,75.4
Viman Nagar,IT Corridor,3,1421.0,3,2.0,8,5,11,Villa,1,1,9.5,199.16
Pashan,Premium West,3,1721.1,3,0.0,3,8,19,Apartment,4,0,0.2,290.44
Undri,Outskirts,3,1179.3,3,1.0,1,10,26,Apartment,2,0,12.0,74.62
Ravet,Mid-tier,1,594.4,1,1.0,3,1,6,Villa,4,0,11.7,52.45
Bavdhan,Mid-tier,2,1149.7,2,2.0,5,7,12,Apartment,4,0,5.4,84.52
Boat Club Road,Premium West,4,1986.2,4,1.0,5,15,25,Villa,3,1,3.2,485.69
Kalyani Nagar,Premium West,2,1151.5,2,1.0,1,0,6,Apartment,5,1,6.9,230.6
Kiwale,Outskirts,1,509.5,1,1.0,12,7,25,Apartment,4,1,4.1,25.0
Kalyani Nagar,Premium West,2,1017.7,2,2.0,8,1,10,Apartment,0,0,5.9,161.16
Aundh,Premium West,2,1477.0,2,2.0,12,3,8,Builder Floor,1,1,12.6,175.56
Shivaji Nagar,Central,2,1214.9,2,1.0,2,20,28,Apartment,5,1,4.8,156.01
Boat Club Road,Premium West,2,1260.3,2,2.0,2,3,22,Builder Floor,1,0,6.9,252.34
Swargate,Central,1,713.1,1,2.0,0,12,18,Villa,5,1,6.9,81.91
Koregaon Park,Premium West,3,1741.9,3,2.0,8,20,24,Apartment,5,1,4.2,383.92
Bavdhan,Mid-tier,3,1907.6,3,2.0,2,7,17,Apartment,3,0,2.3,208.45
Viman Nagar,IT Corridor,2,1138.6,2,0.0,2,12,28,Apartment,3,1,3.0,187.52
Boat Club Road,Premium West,3,1575.8,3,2.0,0,23,24,Builder Floor,2,0,6.2,244.96
Bavdhan,Mid-tier,3,1633.6,3,1.0,18,16,27,Apartment,2,0,6.8,97.73
Viman Nagar,IT Corridor,4,1929.5,4,1.0,3,11,17,Apartment,3,1,8.1,211.55
Kondhwa,Outskirts,2,1056.0,2,1.0,3,1,20,Apartment,1,1,1.1,73.1
Bavdhan,Mid-tier,3,1446.3,3,1.0,0,20,28,Apartment,0,1,10.8,129.81
Kothrud,IT Corridor,2,1012.6,2,2.0,1,7,15,Apartment,5,1,6.8,147.06
Sinhgad Road,Outskirts,2,1074.2,2,2.0,0,1,3,Apartment,4,1,9.1,72.29
